x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label
0.0,0.0,-0.13178130749596464,-0.10004387153395985,-0.1846778279355746,-0.2810039571357407,-0.15723818701740147,-0.4484660132289708,-0.08709084513845523,-0.5300644260258324,-0.09599820579197438,-0.49910890153113413,-0.09351625944074096,-0.6796848911800615,-0.08758733795256304,-0.7938808787933164,-0.07464280215367089,-0.8965951982776929,-0.013592409737968799,-0.5159197133326079,-0.008060578957215988,-0.7366077664315566,-0.007307918630677996,-0.8747099607019984,-0.007525464282907507,-1.0,0.05957634200868671,-0.4890107347027147,0.06679138179593307,-0.7009085870270103,0.06174154768873017,-0.8359366158324983,0.055770483849073224,-0.9578093970816991,0.13340259727350376,-0.42668333584772344,0.141694286128757,-0.5904749173797647,0.14437576150038367,-0.7026410311394702,0.14491015136766427,-0.8134133409845343,B
0.0,0.0,-0.13159796923897196,-0.09898967727209582,-0.18664230872986906,-0.2789885240343548,-0.16102178322328697,-0.4495943171111051,-0.0880742351739282,-0.5309863886172622,-0.09411920113231903,-0.49783085565187807,-0.0942838005569607,-0.6804890769790359,-0.08927924880989667,-0.7963217029081436,-0.07628683283256389,-0.901639863438733,-0.013482880592024543,-0.514669897676976,-0.008879201367758712,-0.7358287057542031,-0.008194655279581239,-0.8743041181682188,-0.0072463334045729366,-1.0,0.0597034407999157,-0.4889269643704231,0.06548556856313505,-0.7018736154570945,0.060711768541122486,-0.8353846883885472,0.05520706373222007,-0.9558195871544317,0.133663900371927,-0.4287718127444021,0.14186803574495277,-0.5945589576647675,0.14504647147015362,-0.7077509608621635,0.14619033329456219,-0.8187113917334523,B
0.0,0.0,-0.1322066171479777,-0.10597431743453058,-0.18812996985346778,-0.2886792728314946,-0.1605731119785273,-0.45869019944909145,-0.0841550639227134,-0.5318376405115272,-0.09627135214827362,-0.4967954598394454,-0.0956066829186399,-0.6761628321144353,-0.09028725069123365,-0.7902196458495611,-0.07750265605295073,-0.8941610377361383,-0.015260061448649496,-0.5141023200915448,-0.011078028332928827,-0.735457333945835,-0.00981873162800367,-0.873878078401352,-0.008966903348562219,-1.0,0.057692374640457955,-0.48788327011649324,0.06319616009071759,-0.7008858567252269,0.05904093821033861,-0.8369035662736067,0.05380921405513543,-0.9575473185828932,0.13248886255568332,-0.42705413682033194,0.1409728519095445,-0.595221271410603,0.14551226424363764,-0.7092387516086092,0.14779464859173727,-0.8204832953793278,B
0.0,0.0,-0.132689948611811,-0.10488414966275757,-0.184269395695886,-0.28501220770917013,-0.16046231879513206,-0.45490775161330016,-0.08426646679783577,-0.5362916342081631,-0.0903407736658326,-0.4971375972500235,-0.09061161911450615,-0.6781064974239669,-0.08746465787728165,-0.7921214091373546,-0.07644051330439003,-0.8965038685775502,-0.009542204955178027,-0.5140013228683703,-0.005480144192859347,-0.7346811646085207,-0.00531124095547485,-0.873338303145502,-0.00609076251428614,-1.0,0.06223380534129579,-0.48784693599488405,0.0681078500987908,-0.6961828178834996,0.06350875569750879,-0.8300965387566176,0.05803420021470996,-0.9495549058162637,0.13553046224738383,-0.4286607887926078,0.14398473164411468,-0.5929641555660913,0.14743824397762156,-0.7053285349082732,0.14875417820761166,-0.8161876365935073,B
0.0,0.0,-0.13086019875767402,-0.10530929096176556,-0.18481949859024088,-0.28237669198250254,-0.15880596428196425,-0.45423194119512195,-0.08049535795881568,-0.5358617789499764,-0.09710542908557297,-0.4932328975864696,-0.09585917202061336,-0.6763588748617009,-0.0910355251022987,-0.7916093081861203,-0.0783428825914533,-0.8965996640992205,-0.01589026896373006,-0.5099569701480725,-0.011953288377595097,-0.7325211851804342,-0.010915378762525805,-0.8718971980164578,-0.010664306636962844,-1.0,0.05733361816450448,-0.48424483618500713,0.0635193856750266,-0.6958317578824699,0.05940054073094368,-0.8311593232121715,0.054137646904866214,-0.9518845150982073,0.1328110508977096,-0.42496383144132677,0.14136405509931418,-0.5922396781890531,0.14595566461439946,-0.7062456130913372,0.14764985835166547,-0.8173375285585491,B
0.0,0.0,-0.13377495149652863,-0.09887411741858049,-0.19217712556864275,-0.27972434852128797,-0.1681963364482944,-0.4536342853101444,-0.09030621675110669,-0.5307832014483675,-0.09978958089240554,-0.49734211965781516,-0.09922524125181115,-0.6796575193752183,-0.09479322727851999,-0.7944265783763653,-0.08311239665556372,-0.8980684179006909,-0.01869570359732148,-0.5148703964017255,-0.013458740059151502,-0.7371991223674892,-0.012835549939240786,-0.8748121667168458,-0.012676289084595376,-1.0,0.05458855885227608,-0.48981170606862495,0.06124970398990105,-0.703265415192996,0.05670811354892712,-0.838039991556779,0.050859938306990454,-0.9586245195157824,0.12865756379951818,-0.4302046074925618,0.13798833333515614,-0.5972782017876692,0.14241253529791859,-0.7106692221315508,0.14442126360520224,-0.8214143665894267,B
0.0,0.0,-0.12770637494098272,-0.09900081472565228,-0.18213909282211838,-0.2747553424931027,-0.15374344248099087,-0.4462278434204605,-0.07912030711857711,-0.5305684453350078,-0.09792582802595105,-0.49590428802475567,-0.09600797079763529,-0.6790073165083192,-0.08913672074664246,-0.7952910354141602,-0.07586772920075192,-0.8988713482945312,-0.014356943862777811,-0.5126595548323857,-0.008646274667218462,-0.7375643128871172,-0.006847427047057496,-0.8757215023376587,-0.005673775162916142,-1.0,0.061394516429387085,-0.4879992671791002,0.06812145810698406,-0.7005181714178977,0.06392492001110194,-0.8352549678078482,0.05938020765858979,-0.9546828488813044,0.13987866501367346,-0.4304506901239629,0.15029585324776587,-0.6001814764759958,0.15555462324920685,-0.7127889158519849,0.15796190617341524,-0.8212743430780312,B
0.0,0.0,-0.13135795720327706,-0.09888701609464191,-0.1892668432323585,-0.27245697529387897,-0.16280603208467728,-0.4413612936452801,-0.08360739821215638,-0.5232341427263244,-0.11023186795619518,-0.489500330902497,-0.11789914665539615,-0.671589184022703,-0.11556922610995748,-0.7842739273718581,-0.10415846791932981,-0.8857340847287548,-0.029175413754661424,-0.5113993168519003,-0.03337412144227091,-0.7335722411399749,-0.03661724008336465,-0.8730960979656983,-0.03879763234939929,-1.0,0.04562489534074943,-0.4896645167494872,0.04328010632747157,-0.6989311364275775,0.035387480707899356,-0.8317228990011343,0.02916444694150344,-0.94914841641327,0.12393469009684117,-0.43503433877919967,0.13020739087282757,-0.6008179660863957,0.13277583960445236,-0.7131254088828656,0.13358622382675134,-0.8213204549202818,B
0.0,0.0,-0.12704476779988647,-0.09225738907662394,-0.18921247623270038,-0.26494380492251635,-0.16595430649027793,-0.43705036084974724,-0.08678007929776761,-0.5216495618004603,-0.1135614698948241,-0.4903273230710461,-0.11820235203241902,-0.676892903741567,-0.11469357233554842,-0.7906060584978624,-0.10317785582327564,-0.8920213024996695,-0.03194183818440283,-0.5110978189213741,-0.032130311104702186,-0.7369711769248429,-0.031865205179337046,-0.8752880062284608,-0.030909453519183654,-1.0,0.04383861152379091,-0.488399692034405,0.04275468141224825,-0.7003401788637529,0.035319909592027805,-0.8315134312254092,0.029484311526763472,-0.9477646985160604,0.12198414339795594,-0.43120517048261087,0.11975662116542463,-0.6021155347434228,0.11540129447586714,-0.7134190189415285,0.11041076766454012,-0.818830510772155,B
0.0,0.0,-0.13026838267356539,-0.09160233463196117,-0.18842303104801056,-0.27036190574665775,-0.16614021433224613,-0.4399384934809491,-0.09660466243788558,-0.5250451587979784,-0.10579730630576642,-0.4874744083336248,-0.10920161962849693,-0.6720836169332209,-0.10657035762222282,-0.7889518418860584,-0.09625115229179938,-0.8939275821195842,-0.026462516857417948,-0.5084119756286071,-0.027796407243475974,-0.7341374397553158,-0.030156963282026415,-0.8745743347706051,-0.031652321815891386,-1.0,0.04739912871957298,-0.48809252029326056,0.04756017223056781,-0.7018399884626179,0.04139561346988309,-0.8357369988549137,0.03509517092932138,-0.9547385991518198,0.12282672870044309,-0.4341057883889327,0.12073157066946488,-0.6039771802300353,0.11720496194484509,-0.7152010265170297,0.11179126722718372,-0.8219192639090717,B
